airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,9/05/2019,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,In-flight meal not included,13029
Jet Airways,1/05/2019,Kolkata,Banglore,14:05:00,08:15:00,1090,1.0,No info,13941
Indigo,24/03/2019,Banglore,New Delhi,07:10:00,10:05:00,175,0.0,No info,6144
Indigo,24/03/2019,Banglore,New Delhi,21:20:00,00:15:00,175,0.0,No info,4777
Multiple Carriers,6/05/2019,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No info,10407
Indigo,27/03/2019,Delhi,Cochin,11:55:00,21:20:00,565,2.0,No info,6494
Multiple Carriers,27/06/2019,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No info,9646
Jet Airways,9/05/2019,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,In-flight meal not included,9314
Indigo,15/03/2019,Banglore,New Delhi,14:25:00,19:25:00,300,1.0,No info,9165
Air India,6/04/2019,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No info,5176
Jet Airways,06/03/2019,Banglore,New Delhi,08:00:00,05:05:00,1265,1.0,No info,14815
Jet Airways,18/03/2019,Banglore,New Delhi,07:00:00,15:15:00,495,1.0,No info,12284
Goair,15/03/2019,Banglore,New Delhi,07:45:00,10:40:00,175,0.0,No info,5706
Jet Airways,09/03/2019,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,In-flight meal not included,11087
Air India,15/03/2019,Banglore,New Delhi,17:00:00,22:55:00,1795,2.0,No info,8534
Jet Airways,9/06/2019,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No info,14571
Jet Airways,9/06/2019,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,In-flight meal not included,10844
Multiple Carriers,21/03/2019,Delhi,Cochin,09:10:00,19:15:00,605,1.0,No info,8601
Jet Airways,24/05/2019,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No info,13731
Indigo,9/06/2019,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No info,4823
Air India,01/03/2019,Banglore,New Delhi,08:50:00,23:25:00,875,2.0,1 Short layover,26743
Indigo,15/03/2019,Banglore,New Delhi,16:50:00,21:35:00,285,1.0,No info,10406
Indigo,18/06/2019,Banglore,Delhi,05:30:00,08:20:00,170,0.0,No info,3943
Jet Airways,18/05/2019,Delhi,Cochin,07:05:00,12:35:00,330,1.0,In-flight meal not included,12373
Jet Airways,9/03/2019,Delhi,Cochin,19:45:00,18:50:00,1385,1.0,In-flight meal not included,14053
Indigo,21/03/2019,Delhi,Cochin,05:05:00,10:05:00,300,1.0,No info,6893
Jet Airways,12/05/2019,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No info,5678
Jet Airways,9/05/2019,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,13029
Spicejet,15/06/2019,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841
Air India,6/06/2019,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No info,8372
Jet Airways,12/03/2019,Banglore,New Delhi,20:35:00,20:20:00,1425,1.0,In-flight meal not included,11087
Multiple Carriers,24/06/2019,Delhi,Cochin,14:00:00,21:00:00,420,1.0,No info,13587
Jet Airways,6/03/2019,Delhi,Cochin,23:05:00,04:25:00,320,1.0,No info,15764
Multiple Carriers,3/03/2019,Delhi,Cochin,18:00:00,01:35:00,455,1.0,No info,17703
Jet Airways,18/05/2019,Kolkata,Banglore,20:00:00,18:15:00,1335,1.0,In-flight meal not included,10844
Spicejet,6/06/2019,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No info,2017
Indigo,3/03/2019,Mumbai,Hyderabad,02:30:00,04:00:00,90,0.0,No info,4575
Air India,27/06/2019,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No info,10975
Air Asia,1/05/2019,Kolkata,Banglore,22:40:00,10:40:00,720,1.0,No info,5192
Jet Airways,21/05/2019,Kolkata,Banglore,14:05:00,10:05:00,1200,1.0,In-flight meal not included,9663
Jet Airways,3/06/2019,Delhi,Cochin,14:00:00,04:25:00,865,1.0,No info,14714
Indigo,18/05/2019,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No info,7503
Jet Airways,24/05/2019,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No info,14571
Spicejet,6/06/2019,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,2647
Jet Airways,1/05/2019,Kolkata,Banglore,16:30:00,08:15:00,945,1.0,In-flight meal not included,8586
Multiple Carriers,27/03/2019,Delhi,Cochin,08:25:00,19:15:00,650,1.0,No info,8601
Jet Airways,3/06/2019,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No info,18804
Indigo,27/06/2019,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No info,2754
Jet Airways,24/03/2019,Kolkata,Banglore,13:55:00,23:25:00,570,1.0,In-flight meal not included,11134
Jet Airways,24/05/2019,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,No info,14151
Jet Airways,21/03/2019,Banglore,New Delhi,05:45:00,19:10:00,805,1.0,In-flight meal not included,7832
Air India,6/06/2019,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No info,9194
Air India,6/06/2019,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No info,7952
Indigo,3/05/2019,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No info,4049
Jet Airways,18/05/2019,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,9663
Air India,1/05/2019,Kolkata,Banglore,19:00:00,04:40:00,580,1.0,No info,6117
Air India,18/05/2019,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,6934
Vistara,27/04/2019,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No info,5403
Jet Airways,24/03/2019,Kolkata,Banglore,13:55:00,22:35:00,520,1.0,No info,14231
Vistara,21/05/2019,Kolkata,Banglore,20:20:00,23:25:00,1625,1.0,No info,9345
Jet Airways,24/05/2019,Kolkata,Banglore,16:30:00,09:20:00,1010,1.0,No info,14178
Air India,9/05/2019,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No info,14424
Vistara,12/03/2019,Mumbai,Hyderabad,07:30:00,19:55:00,745,1.0,No info,12080
Indigo,6/03/2019,Kolkata,Banglore,05:30:00,08:20:00,170,0.0,No info,4778
Multiple Carriers,15/06/2019,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No info,9526
Air India,21/05/2019,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No info,11806
Multiple Carriers,27/05/2019,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No info,9508
Air India,18/05/2019,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No info,8907
Indigo,15/06/2019,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No info,4804
Jet Airways,24/06/2019,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No info,14714
Jet Airways,21/03/2019,Delhi,Cochin,18:25:00,04:25:00,2040,2.0,No info,12347
Jet Airways,9/06/2019,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,In-flight meal not included,10844
Vistara,27/03/2019,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No info,4851
Jet Airways,21/05/2019,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No info,16079
Jet Airways,6/03/2019,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,13843
Jet Airways,24/05/2019,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,No info,14571
Jet Airways,21/05/2019,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,No info,14781
Multiple Carriers,9/05/2019,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,13727
Air India,3/03/2019,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No info,12646
Indigo,24/05/2019,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No info,4823
Jet Airways,9/05/2019,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Indigo,18/06/2019,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,3943
Indigo,27/04/2019,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No info,6015
Air India,12/06/2019,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No info,5201
Vistara,27/03/2019,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,3739
Jet Airways,27/06/2019,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,No info,15339
Indigo,18/05/2019,Delhi,Cochin,11:25:00,21:00:00,575,1.0,No info,7191
Spicejet,12/05/2019,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No info,4649
Multiple Carriers,9/06/2019,Delhi,Cochin,14:55:00,22:30:00,455,1.0,No info,6723
Jet Airways,6/03/2019,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,13843
Jet Airways,21/05/2019,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,In-flight meal not included,13029
Jet Airways,6/06/2019,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,No info,12692
Vistara,18/06/2019,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No info,6216
Air India,1/05/2019,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No info,6245
Air India,1/03/2019,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No info,19630
Jet Airways,27/03/2019,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,6645
Vistara,6/03/2019,Mumbai,Hyderabad,20:55:00,16:45:00,1190,1.0,No info,12395
Indigo,15/05/2019,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No info,4804
Jet Airways,9/06/2019,Kolkata,Banglore,17:00:00,22:05:00,1745,1.0,No info,12692
Jet Airways,6/06/2019,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,10844
Air Asia,6/03/2019,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No info,8627
Indigo,3/06/2019,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No info,2227
Air India,21/05/2019,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No info,8067
Jet Airways,1/06/2019,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No info,14714
Air India,6/03/2019,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No info,9340
Jet Airways,21/03/2019,Banglore,New Delhi,08:55:00,16:10:00,435,1.0,In-flight meal not included,7832
Goair,03/03/2019,Banglore,New Delhi,15:45:00,20:15:00,270,1.0,No info,8352
Indigo,18/06/2019,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No info,3943
Air India,18/05/2019,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No info,11228
Indigo,27/03/2019,Delhi,Cochin,04:45:00,15:30:00,645,1.0,No info,7048
Jet Airways,27/05/2019,Delhi,Cochin,15:00:00,19:00:00,1680,1.0,In-flight meal not included,12898
Jet Airways,6/04/2019,Delhi,Cochin,08:00:00,19:00:00,660,1.0,In-flight meal not included,5406
Air Asia,6/04/2019,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No info,3383
Jet Airways,12/06/2019,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,10368
Spicejet,15/05/2019,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No info,7947
Indigo,27/03/2019,Delhi,Cochin,08:25:00,15:30:00,425,1.0,No info,8075
Indigo,1/06/2019,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No info,6015
Jet Airways,27/06/2019,Delhi,Cochin,20:00:00,04:25:00,505,2.0,No info,16263
Jet Airways,9/06/2019,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,In-flight meal not included,10844
Indigo,3/03/2019,Delhi,Cochin,11:55:00,22:20:00,625,1.0,No info,11600
Indigo,27/05/2019,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No info,3597
Jet Airways,9/06/2019,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No info,13014
Jet Airways,27/04/2019,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,7229
Jet Airways,9/06/2019,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No info,13292
Indigo,1/06/2019,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No info,4823
Vistara,24/03/2019,Kolkata,Banglore,20:20:00,22:10:00,1550,1.0,No info,11105
Air India,27/05/2019,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No info,9719
Indigo,3/06/2019,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No info,2227
Indigo,01/03/2019,Banglore,New Delhi,13:00:00,15:50:00,170,0.0,No info,19685
Indigo,21/05/2019,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No info,4823
Indigo,18/04/2019,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No info,4990
Multiple Carriers,21/05/2019,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No info,9627
Jet Airways,6/05/2019,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,No info,14781
Indigo,3/06/2019,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No info,6015
Jet Airways,3/06/2019,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,10262
Multiple Carriers,6/06/2019,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No info,15965
Air India,03/03/2019,Banglore,New Delhi,07:30:00,10:50:00,1640,2.0,No info,12074
Air India,3/04/2019,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No info,2575
Multiple Carriers,9/03/2019,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No info,19332
Multiple Carriers,15/06/2019,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No info,11789
Indigo,15/05/2019,Kolkata,Banglore,07:10:00,12:40:00,330,1.0,No info,4864
Spicejet,12/06/2019,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No info,2017
Jet Airways,6/06/2019,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,6478
Jet Airways,1/04/2019,Kolkata,Banglore,18:55:00,23:35:00,1720,1.0,No info,12681
Spicejet,9/05/2019,Kolkata,Banglore,08:35:00,17:15:00,520,1.0,No info,6171
Indigo,15/06/2019,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No info,4049
Multiple Carriers,21/05/2019,Delhi,Cochin,09:45:00,00:55:00,910,1.0,No info,9486
Air India,21/03/2019,Banglore,New Delhi,11:50:00,13:00:00,1510,1.0,No info,5092
Air India,1/04/2019,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No info,3100
Indigo,01/03/2019,Banglore,New Delhi,16:15:00,20:35:00,260,1.0,No info,7917
Air India,1/05/2019,Kolkata,Banglore,05:50:00,20:25:00,875,2.0,No info,10991
Vistara,09/03/2019,Banglore,New Delhi,19:40:00,22:20:00,160,0.0,No info,7450
Indigo,24/06/2019,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No info,6147
Multiple Carriers,3/03/2019,Delhi,Cochin,07:00:00,13:20:00,380,1.0,No info,15603
Multiple Carriers,27/05/2019,Delhi,Cochin,16:00:00,01:30:00,570,1.0,In-flight meal not included,7308
Air Asia,9/04/2019,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No info,4282
Multiple Carriers,27/06/2019,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No info,11200
Jet Airways,12/06/2019,Kolkata,Banglore,14:05:00,08:15:00,1090,1.0,No info,13044
Multiple Carriers,21/05/2019,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No info,14067
Jet Airways,6/06/2019,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,No info,14714
Jet Airways,27/05/2019,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,7229
Air India,12/05/2019,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No info,10676
Indigo,9/05/2019,Kolkata,Banglore,15:15:00,20:30:00,315,1.0,No info,4565
Jet Airways,9/05/2019,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,5198
Jet Airways,12/05/2019,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,9663
Air India,12/05/2019,Kolkata,Banglore,10:00:00,23:15:00,795,1.0,No info,10203
Air India,3/06/2019,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No info,13381
Vistara,27/06/2019,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No info,4878
Goair,15/05/2019,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No info,7682
Air India,27/03/2019,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No info,5022
Multiple Carriers,27/05/2019,Delhi,Cochin,17:30:00,01:30:00,480,1.0,In-flight meal not included,7308
Goair,21/05/2019,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No info,5048
Indigo,27/05/2019,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No info,7164
Multiple Carriers,6/03/2019,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No info,15135
Jet Airways,15/03/2019,Banglore,New Delhi,05:45:00,18:25:00,760,1.0,In-flight meal not included,9134
Vistara,09/03/2019,Banglore,New Delhi,09:50:00,12:35:00,165,0.0,No info,7240
Air Asia,1/04/2019,Kolkata,Banglore,06:50:00,10:30:00,220,1.0,No info,5162
Jet Airways,9/05/2019,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No info,11467
Air India,15/05/2019,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No info,6961
Indigo,27/05/2019,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No info,6628
Air India,12/06/2019,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No info,9416
Air India,3/06/2019,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No info,10441
Jet Airways,12/06/2019,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Air India,3/05/2019,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No info,3100
Air Asia,21/03/2019,Delhi,Cochin,16:45:00,22:15:00,330,1.0,No info,6151
Indigo,12/06/2019,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No info,6316
Multiple Carriers,15/06/2019,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No info,7198
Air India,21/05/2019,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No info,8151
Spicejet,9/05/2019,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,2175
Jet Airways,1/06/2019,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No info,13014
Indigo,15/05/2019,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4804
Air Asia,6/06/2019,Kolkata,Banglore,19:55:00,23:30:00,215,1.0,No info,6857
Indigo,6/06/2019,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4804
Air India,24/06/2019,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No info,6961
Multiple Carriers,3/03/2019,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No info,17493
Air India,21/05/2019,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No info,10861
Jet Airways,12/05/2019,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No info,7229
Indigo,12/05/2019,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No info,2754
Spicejet,24/06/2019,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,4760
Indigo,12/06/2019,Delhi,Cochin,17:10:00,01:30:00,500,1.0,No info,5883
Indigo,15/06/2019,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No info,3850
Air India,6/03/2019,Mumbai,Hyderabad,13:30:00,16:55:00,205,2.0,No info,18797
Multiple Carriers,27/03/2019,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No info,6883
Indigo,3/03/2019,Delhi,Cochin,07:20:00,12:30:00,310,1.0,No info,12214
Spicejet,9/04/2019,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Vistara,27/06/2019,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,6216
Multiple Carriers,18/05/2019,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,8073
Jet Airways,9/06/2019,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,In-flight meal not included,10844
Multiple Carriers,15/06/2019,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No info,8510
Indigo,6/05/2019,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No info,4284
Air India,24/05/2019,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No info,7480
Air India,12/03/2019,Mumbai,Hyderabad,09:40:00,15:15:00,1775,3.0,No info,18293
Indigo,24/06/2019,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No info,4804
Jet Airways,3/06/2019,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
Jet Airways,24/06/2019,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Multiple Carriers,21/03/2019,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No info,9100
Goair,1/05/2019,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No info,6686
Multiple Carriers,18/05/2019,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No info,7564
Indigo,6/04/2019,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4174
Air India,12/06/2019,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No info,11753
Air India,24/05/2019,Kolkata,Banglore,09:10:00,04:40:00,1170,2.0,No info,6117
Multiple Carriers,27/05/2019,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No info,10486
Multiple Carriers,9/05/2019,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No info,8310
Multiple Carriers,18/05/2019,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No info,13727
Spicejet,24/06/2019,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No info,5583
Air India,3/06/2019,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No info,10493
Jet Airways,12/06/2019,Delhi,Cochin,20:55:00,12:35:00,940,1.0,In-flight meal not included,10262
Jet Airways,18/05/2019,Kolkata,Banglore,08:25:00,22:35:00,850,1.0,No info,14781
Jet Airways,15/06/2019,Delhi,Cochin,17:30:00,04:25:00,655,1.0,In-flight meal not included,10262
Jet Airways,18/05/2019,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,No info,14388
Indigo,3/04/2019,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4174
Jet Airways,27/03/2019,Delhi,Cochin,05:25:00,04:25:00,1380,2.0,No info,11664
Vistara,03/03/2019,Banglore,New Delhi,07:00:00,09:40:00,160,0.0,No info,8028
Multiple Carriers,15/06/2019,Delhi,Cochin,14:55:00,22:30:00,455,1.0,In-flight meal not included,6093
Air Asia,12/06/2019,Delhi,Cochin,07:55:00,15:45:00,470,1.0,No info,6152
Air India,12/06/2019,Kolkata,Banglore,20:30:00,20:25:00,1435,1.0,No info,10203
Spicejet,1/06/2019,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,3919
Jet Airways,24/06/2019,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,In-flight meal not included,10262
Indigo,24/06/2019,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No info,3943
Jet Airways,1/06/2019,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,10262
Jet Airways,15/06/2019,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,8016
Vistara,6/06/2019,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No info,6216
Jet Airways,1/04/2019,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,7064
Jet Airways,3/06/2019,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,10262
Jet Airways,12/03/2019,Mumbai,Hyderabad,09:50:00,16:35:00,405,1.0,No info,20120
Vistara,1/06/2019,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No info,4668
Jet Airways,18/05/2019,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,In-flight meal not included,10844
Indigo,24/05/2019,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No info,4226
Indigo,6/06/2019,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No info,6628
Jet Airways,18/03/2019,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4160
Multiple Carriers,15/06/2019,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No info,12192
Jet Airways,15/05/2019,Kolkata,Banglore,16:30:00,16:20:00,1430,1.0,In-flight meal not included,10844
Vistara,09/03/2019,Banglore,New Delhi,19:40:00,22:20:00,160,0.0,No info,8290
Jet Airways,1/04/2019,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,No info,12681
Multiple Carriers,15/05/2019,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No info,9646
Jet Airways,24/03/2019,Kolkata,Banglore,13:55:00,23:25:00,570,1.0,No info,14231
Indigo,09/03/2019,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No info,6860
Spicejet,15/05/2019,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No info,4174
Jet Airways,18/05/2019,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,No info,15554
Jet Airways,24/03/2019,Kolkata,Banglore,19:45:00,20:40:00,1495,1.0,In-flight meal not included,10031
Indigo,12/06/2019,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No info,4804
Jet Airways,6/06/2019,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,10262
Jet Airways,6/03/2019,Mumbai,Hyderabad,19:50:00,16:50:00,1260,2.0,No info,24210
Indigo,3/05/2019,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No info,4804
Indigo,15/03/2019,Banglore,New Delhi,04:00:00,06:50:00,170,0.0,No info,5694
Spicejet,3/05/2019,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Indigo,9/06/2019,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No info,6496
Indigo,24/03/2019,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No info,5277
Indigo,3/04/2019,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No info,4174
Air India,24/03/2019,Kolkata,Banglore,09:10:00,11:10:00,1560,2.0,No info,15187
Indigo,27/06/2019,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No info,3597
Indigo,9/03/2019,Kolkata,Banglore,05:30:00,08:20:00,170,0.0,No info,4148
Air India,6/06/2019,Kolkata,Banglore,19:00:00,11:05:00,965,1.0,No info,6117
Air India,12/06/2019,Kolkata,Banglore,12:00:00,21:50:00,590,2.0,No info,9416
Air India,21/03/2019,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No info,8770
Jet Airways,9/06/2019,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,No info,13731
Goair,27/03/2019,Delhi,Cochin,14:10:00,19:20:00,310,1.0,No info,10188
Indigo,27/04/2019,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No info,5796
Air India,12/04/2019,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No info,4460
Jet Airways,12/03/2019,Banglore,New Delhi,22:55:00,10:45:00,710,1.0,In-flight meal not included,11087
Indigo,21/04/2019,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No info,4591
Indigo,27/05/2019,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No info,5224
Jet Airways,12/06/2019,Kolkata,Banglore,16:30:00,19:50:00,1640,1.0,In-flight meal not included,8529
Multiple Carriers,6/03/2019,Delhi,Cochin,15:15:00,01:35:00,620,1.0,No info,15147
