airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple Carriers,21/03/2019,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No info,13378
Jet Airways,15/05/2019,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No info,7229
Vistara,9/06/2019,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No info,4668
Air India,6/05/2019,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No info,5228
Jet Airways,6/06/2019,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No info,8016
Jet Airways,6/05/2019,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No info,15129
Jet Airways,18/03/2019,Banglore,New Delhi,05:45:00,15:15:00,570,1.0,No info,12284
Indigo,27/06/2019,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No info,3943
Jet Airways,21/03/2019,Banglore,New Delhi,05:45:00,21:20:00,935,1.0,In-flight meal not included,7832
Multiple Carriers,27/04/2019,Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,6093
Air India,6/06/2019,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No info,13591
Air India,24/06/2019,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No info,13381
Spicejet,9/06/2019,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Vistara,3/06/2019,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No info,4878
Jet Airways,15/04/2019,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No info,7229
Spicejet,27/04/2019,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Jet Airways,15/06/2019,Delhi,Cochin,09:40:00,19:00:00,560,2.0,No info,13014
Indigo,24/03/2019,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No info,4326
Spicejet,6/04/2019,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No info,3873
Indigo,6/05/2019,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No info,7252
Jet Airways,1/04/2019,Delhi,Cochin,22:50:00,12:35:00,825,1.0,In-flight meal not included,5177
Air India,27/05/2019,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No info,13223
Indigo,1/06/2019,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No info,3943
Air India,18/05/2019,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No info,13696
Indigo,21/03/2019,Delhi,Cochin,04:55:00,21:20:00,985,2.0,No info,6223
Air India,03/03/2019,Banglore,New Delhi,06:55:00,13:20:00,385,1.0,No info,10924
Jet Airways,6/05/2019,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,9663
Air India,09/03/2019,Banglore,New Delhi,11:05:00,22:45:00,700,1.0,No info,10657
Jet Airways,1/06/2019,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No info,13292
Indigo,9/06/2019,Delhi,Cochin,04:55:00,21:00:00,965,1.0,No info,6093
Vistara,12/06/2019,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,6216
Jet Airways,27/05/2019,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,12898
Indigo,18/05/2019,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No info,6069
Jet Airways,27/06/2019,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,10262
Multiple Carriers,6/06/2019,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No info,11789
Indigo,9/05/2019,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No info,6027
Spicejet,24/03/2019,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No check-in baggage included,3807
Vistara,6/06/2019,Kolkata,Banglore,20:20:00,18:50:00,1350,1.0,No info,8820
Spicejet,27/05/2019,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No info,3597
Spicejet,15/06/2019,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,4423
Air India,9/05/2019,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No info,8918
Jet Airways,9/06/2019,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,11841
Air India,18/05/2019,Kolkata,Banglore,09:25:00,01:20:00,955,2.0,No info,11668
Jet Airways,18/05/2019,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No info,14151
Jet Airways,18/05/2019,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Multiple Carriers,1/06/2019,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No info,16108
Jet Airways,24/03/2019,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No info,7229
Jet Airways,9/05/2019,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No info,15129
Jet Airways,15/06/2019,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,No info,13014
Jet Airways,27/03/2019,Delhi,Cochin,05:40:00,04:25:00,1365,2.0,No info,12074
Goair,21/05/2019,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No info,6195
Jet Airways,21/03/2019,Delhi,Cochin,19:45:00,18:50:00,1385,1.0,No info,12347
Jet Airways,6/06/2019,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,10844
Multiple Carriers,27/05/2019,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No info,9718
Jet Airways,24/06/2019,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10262
Multiple Carriers,9/03/2019,Delhi,Cochin,07:05:00,21:20:00,855,2.0,No info,8620
Jet Airways,6/06/2019,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No info,8016
Indigo,18/04/2019,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No info,4174
Indigo,18/05/2019,Kolkata,Banglore,08:10:00,13:00:00,290,1.0,No info,5279
Indigo,1/05/2019,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No info,8542
Jet Airways,21/03/2019,Delhi,Cochin,05:30:00,18:50:00,2240,2.0,No info,12341
Multiple Carriers,18/05/2019,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No info,13727
Multiple Carriers,27/03/2019,Delhi,Cochin,07:00:00,15:30:00,510,1.0,No info,6148
Jet Airways,24/06/2019,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No info,13014
Jet Airways,15/06/2019,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No info,8016
Indigo,24/04/2019,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No info,3480
Jet Airways,21/05/2019,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,12898
Jet Airways,18/03/2019,Banglore,New Delhi,11:40:00,20:20:00,520,1.0,No info,13555
Jet Airways,1/04/2019,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,No info,12681
Jet Airways,6/03/2019,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No info,17024
Jet Airways,6/05/2019,Kolkata,Banglore,17:00:00,18:00:00,1500,1.0,No info,11467
Spicejet,18/04/2019,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,4319
Jet Airways,9/06/2019,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No info,12692
Indigo,3/03/2019,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No info,5277
Air India,24/05/2019,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No info,9416
Air India,12/06/2019,Kolkata,Banglore,05:50:00,23:15:00,1045,2.0,No info,12723
Jet Airways,6/06/2019,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,In-flight meal not included,8586
Vistara,6/05/2019,Kolkata,Banglore,17:00:00,23:25:00,385,1.0,No info,8085
Jet Airways,18/03/2019,Banglore,New Delhi,08:00:00,13:15:00,315,1.0,No info,12284
Air India,21/05/2019,Kolkata,Banglore,12:00:00,21:50:00,590,2.0,No info,10151
Indigo,9/06/2019,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No info,3850
Vistara,15/05/2019,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No info,8452
Jet Airways,1/05/2019,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,No info,14781
Indigo,24/06/2019,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,3943
Jet Airways,12/03/2019,Banglore,New Delhi,18:55:00,12:25:00,1050,1.0,In-flight meal not included,11087
Spicejet,21/06/2019,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543
Jet Airways,27/03/2019,Delhi,Cochin,06:20:00,19:45:00,2245,2.0,In-flight meal not included,9296
Spicejet,15/05/2019,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No info,3625
Air India,6/03/2019,Mumbai,Hyderabad,16:00:00,23:45:00,465,1.0,No info,11678
Jet Airways,24/05/2019,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,In-flight meal not included,10844
Air Asia,15/05/2019,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No info,3383
Jet Airways,15/06/2019,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,10368
Jet Airways,1/06/2019,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,No info,13292
Multiple Carriers,9/03/2019,Delhi,Cochin,06:40:00,19:45:00,785,1.0,No info,12615
Spicejet,15/06/2019,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543
Jet Airways,24/05/2019,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,No info,13731
Jet Airways,1/04/2019,Kolkata,Banglore,16:30:00,19:50:00,1640,1.0,In-flight meal not included,7064
Indigo,21/03/2019,Banglore,New Delhi,13:00:00,15:50:00,170,0.0,No info,5694
Multiple Carriers,9/06/2019,Delhi,Cochin,18:15:00,01:30:00,435,1.0,No info,13587
Air India,9/03/2019,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,No info,18211
Indigo,18/04/2019,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4174
Vistara,21/05/2019,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No info,4878
Jet Airways,15/05/2019,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8586
Air India,9/03/2019,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No info,11701
Air India,18/03/2019,Banglore,New Delhi,17:25:00,10:35:00,1030,2.0,No info,12568
Multiple Carriers,27/05/2019,Delhi,Cochin,07:10:00,16:10:00,540,1.0,No info,7878
Jet Airways,9/05/2019,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,In-flight meal not included,10844
Spicejet,24/05/2019,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,6/03/2019,Delhi,Cochin,09:00:00,18:50:00,590,1.0,No info,17024
Spicejet,9/04/2019,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No info,3971
Air India,6/06/2019,Kolkata,Banglore,05:50:00,20:25:00,875,2.0,No info,10991
Vistara,21/05/2019,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No info,9345
Jet Airways,6/04/2019,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,5177
Spicejet,18/05/2019,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No info,4174
Jet Airways,3/06/2019,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No info,13376
Indigo,9/06/2019,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No info,2754
Jet Airways,12/04/2019,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No info,7229
Jet Airways,27/05/2019,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,12898
Vistara,9/06/2019,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No info,8610
Multiple Carriers,21/05/2019,Delhi,Cochin,14:00:00,21:00:00,420,1.0,No info,14067
Multiple Carriers,9/03/2019,Delhi,Cochin,04:45:00,19:45:00,900,1.0,No info,10782
Indigo,01/03/2019,Banglore,New Delhi,19:35:00,00:35:00,300,1.0,No info,22153
Indigo,6/03/2019,Kolkata,Banglore,20:25:00,23:05:00,160,0.0,No info,4778
Jet Airways,01/03/2019,Banglore,New Delhi,08:00:00,16:10:00,490,1.0,No info,22270
Spicejet,21/03/2019,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No info,3384
Jet Airways,12/03/2019,Banglore,New Delhi,05:45:00,08:15:00,1590,1.0,No info,12547
Jet Airways,06/03/2019,Banglore,New Delhi,08:00:00,23:00:00,900,1.0,No info,16736
Jet Airways,18/05/2019,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,12373
Air India,18/05/2019,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No info,8879
Air India,12/06/2019,Kolkata,Banglore,20:30:00,13:45:00,1035,2.0,No info,12224
Multiple Carriers,27/06/2019,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No info,13587
Air Asia,15/06/2019,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No info,6853
Jet Airways,3/06/2019,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,15318
Jet Airways,27/04/2019,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No info,7229
Multiple Carriers,21/03/2019,Delhi,Cochin,09:00:00,15:30:00,390,1.0,No info,14486
Jet Airways,18/05/2019,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No info,15129
Indigo,21/05/2019,Delhi,Cochin,17:10:00,01:30:00,500,1.0,No info,6794
Indigo,18/06/2019,Mumbai,Hyderabad,09:15:00,10:45:00,90,0.0,No info,4049
Jet Airways,1/06/2019,Delhi,Cochin,14:00:00,04:25:00,865,1.0,No info,14714
Jet Airways,18/05/2019,Delhi,Cochin,08:00:00,19:00:00,660,1.0,In-flight meal not included,12373
Indigo,27/06/2019,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No info,6147
Jet Airways,9/05/2019,Kolkata,Banglore,21:10:00,12:00:00,890,1.0,In-flight meal not included,9663
Jet Airways,21/05/2019,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No info,15129
Indigo,9/05/2019,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No info,5054
Air India,18/06/2019,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No info,3100
Air India,9/04/2019,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No info,6377
Indigo,18/05/2019,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No info,2227
Indigo,15/05/2019,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,3943
Multiple Carriers,9/03/2019,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No info,14408
Air India,1/04/2019,Kolkata,Banglore,16:50:00,07:55:00,905,1.0,No info,7893
Jet Airways,1/04/2019,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,3205
Spicejet,24/05/2019,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,3311
Air India,12/05/2019,Kolkata,Banglore,05:50:00,20:25:00,875,2.0,No info,12513
Vistara,12/06/2019,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No info,4668
Jet Airways,12/06/2019,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No info,12739
Jet Airways,12/03/2019,Banglore,New Delhi,18:55:00,20:20:00,1525,1.0,In-flight meal not included,11087
Air India,12/03/2019,Banglore,New Delhi,06:45:00,18:05:00,2120,3.0,No info,13387
Jet Airways,9/03/2019,Delhi,Cochin,10:45:00,04:25:00,1060,2.0,No info,17282
Air Asia,15/05/2019,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No info,6451
Multiple Carriers,24/06/2019,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No info,13587
Jet Airways,15/03/2019,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4160
Indigo,15/03/2019,Chennai,Kolkata,05:15:00,07:35:00,140,0.0,No info,4326
Jet Airways,9/03/2019,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No info,15554
Indigo,1/06/2019,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No info,6064
Jet Airways,27/03/2019,Delhi,Cochin,18:15:00,04:25:00,610,1.0,No info,12242
Indigo,9/03/2019,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No info,6297
Indigo,27/06/2019,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No info,5000
Air India,24/05/2019,Kolkata,Banglore,09:25:00,11:10:00,1545,1.0,No info,8891
Air India,18/03/2019,Banglore,New Delhi,08:50:00,16:30:00,1900,2.0,No info,10835
Jet Airways,6/05/2019,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,No info,13584
Jet Airways,15/06/2019,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,In-flight meal not included,10588
Multiple Carriers,27/05/2019,Delhi,Cochin,15:00:00,01:30:00,630,1.0,In-flight meal not included,6943
Jet Airways,6/06/2019,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,In-flight meal not included,10368
Air India,9/06/2019,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No info,13381
Jet Airways,6/06/2019,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,10262
Multiple Carriers,18/05/2019,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No info,14533
Jet Airways,6/05/2019,Kolkata,Banglore,14:05:00,10:05:00,1200,1.0,In-flight meal not included,9663
Air India,27/06/2019,Delhi,Cochin,16:55:00,19:15:00,1580,2.0,No info,13591
Indigo,18/04/2019,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No info,4174
Air Asia,12/06/2019,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No info,3807
Multiple Carriers,15/06/2019,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No info,6795
Multiple Carriers,18/05/2019,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No info,14533
Jet Airways,9/06/2019,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No info,14676
Air India,03/03/2019,Banglore,New Delhi,17:25:00,08:45:00,920,2.0,No info,11570
Air India,21/05/2019,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No info,7480
Air India,24/06/2019,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No info,9404
Jet Airways,27/05/2019,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,In-flight meal not included,12898
Spicejet,24/06/2019,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No info,3597
Indigo,3/06/2019,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No info,4049
Multiple Carriers,27/03/2019,Delhi,Cochin,07:10:00,22:20:00,910,1.0,No info,6145
Indigo,21/04/2019,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No info,6968
Jet Airways,24/03/2019,Kolkata,Banglore,13:55:00,09:15:00,1160,1.0,No info,14231
Jet Airways,18/05/2019,Kolkata,Banglore,20:00:00,19:50:00,1430,1.0,In-flight meal not included,10844
Indigo,21/03/2019,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No info,3384
Spicejet,3/06/2019,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No info,2753
Jet Airways,18/05/2019,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No info,7229
Jet Airways,12/06/2019,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,5769
Jet Airways,21/05/2019,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Air India,24/03/2019,Kolkata,Banglore,16:45:00,23:15:00,1830,2.0,No info,12835
Jet Airways,9/05/2019,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,9663
Air India,21/05/2019,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No info,11972
Air India,03/03/2019,Banglore,New Delhi,10:30:00,11:20:00,1490,1.0,No info,11003
Multiple Carriers,21/03/2019,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,6883
Goair,15/06/2019,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No info,4959
Jet Airways,18/03/2019,Banglore,New Delhi,14:05:00,20:20:00,375,1.0,In-flight meal not included,11087
Indigo,27/03/2019,Delhi,Cochin,17:10:00,01:35:00,505,1.0,No info,6316
Multiple Carriers,27/05/2019,Delhi,Cochin,03:50:00,12:35:00,525,1.0,No info,10197
Jet Airways,1/06/2019,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,15812
Air India,27/05/2019,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No info,3100
Air India,12/03/2019,Mumbai,Hyderabad,21:00:00,19:25:00,1345,1.0,No info,10943
Multiple Carriers,21/03/2019,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No info,8098
Indigo,9/04/2019,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No info,4174
Indigo,15/06/2019,Banglore,Delhi,10:30:00,13:20:00,170,0.0,No info,3943
Jet Airways,27/05/2019,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029
Indigo,27/05/2019,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No info,5530
Jet Airways,6/05/2019,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,7064
Jet Airways,06/03/2019,Banglore,New Delhi,16:55:00,10:25:00,1050,1.0,No info,17261
Jet Airways,27/06/2019,Mumbai,Hyderabad,08:45:00,10:15:00,90,0.0,No info,8040
Spicejet,6/06/2019,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No info,3873
Jet Airways,9/05/2019,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No info,15851
Vistara,24/05/2019,Kolkata,Banglore,17:00:00,23:25:00,385,1.0,No info,9870
Spicejet,24/04/2019,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No info,3625
Indigo,18/05/2019,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No info,7144
Jet Airways,18/05/2019,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,12373
Indigo,3/06/2019,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No info,3540
Air India,6/06/2019,Kolkata,Banglore,07:00:00,05:25:00,1345,2.0,No info,12009
Spicejet,6/06/2019,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,21/03/2019,Delhi,Cochin,17:30:00,04:25:00,655,1.0,No info,12557
Air India,6/04/2019,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No info,5176
Air India,12/06/2019,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No info,6961
Jet Airways,1/04/2019,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,No info,12996
Air India,6/06/2019,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No info,12646
Vistara,1/04/2019,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No info,5403
Jet Airways,15/05/2019,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,In-flight meal not included,10703
Jet Airways,27/06/2019,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No info,5678
Indigo,1/06/2019,Delhi,Cochin,04:55:00,21:00:00,965,1.0,No info,6314
Jet Airways,1/04/2019,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,10056
Air India,24/03/2019,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No info,2575
Air Asia,6/06/2019,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No info,4508
Jet Airways,01/03/2019,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No info,18308
Indigo,6/06/2019,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No info,6316
Jet Airways,9/03/2019,Delhi,Cochin,21:50:00,18:50:00,1260,1.0,No info,15764
Air India,01/03/2019,Banglore,New Delhi,05:50:00,22:10:00,980,2.0,No info,13576
Air Asia,18/04/2019,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No info,4483
Indigo,03/03/2019,Banglore,New Delhi,05:25:00,10:10:00,285,1.0,No info,7774
Jet Airways,27/05/2019,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,10152
Air India,1/05/2019,Kolkata,Banglore,07:00:00,16:15:00,555,1.0,No info,10203
Jet Airways,12/06/2019,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,No info,13044
Indigo,18/05/2019,Delhi,Cochin,11:55:00,22:30:00,635,1.0,No info,8216
Jet Airways,9/05/2019,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No info,14657
Jet Airways,12/06/2019,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No info,16289
Indigo,27/05/2019,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No info,2227
Jet Airways,24/05/2019,Kolkata,Banglore,20:00:00,20:45:00,1485,1.0,In-flight meal not included,10844
Vistara,1/03/2019,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,9125
Multiple Carriers,6/06/2019,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No info,13377
Jet Airways,18/05/2019,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,No info,15129
Indigo,15/04/2019,Delhi,Cochin,17:05:00,22:15:00,310,1.0,No info,5912
Multiple Carriers,6/06/2019,Delhi,Cochin,11:40:00,19:15:00,455,1.0,No info,8266
Jet Airways,9/05/2019,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No info,15129
Jet Airways,24/05/2019,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,6287
Indigo,9/04/2019,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No info,6270
Air India,03/03/2019,Banglore,New Delhi,08:15:00,12:15:00,240,1.0,No info,6273
Jet Airways,21/05/2019,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,In-flight meal not included,10844
Jet Airways,9/04/2019,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4544
Jet Airways,21/05/2019,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No info,14151
Jet Airways,6/05/2019,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No info,14781
Jet Airways,9/06/2019,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,No info,14571
Multiple Carriers,3/06/2019,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No info,11789
Indigo,15/06/2019,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No info,6147
Indigo,9/06/2019,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No info,4423
Jet Airways,15/04/2019,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,6542
Vistara,24/03/2019,Kolkata,Banglore,20:20:00,20:25:00,1445,1.0,No info,11105
Jet Airways,01/03/2019,Banglore,New Delhi,22:50:00,19:10:00,1220,1.0,No info,25735
Spicejet,3/03/2019,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No info,7298
Multiple Carriers,1/06/2019,Delhi,Cochin,14:55:00,22:30:00,455,1.0,No info,7038
Jet Airways,12/06/2019,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No info,8016
Jet Airways,18/05/2019,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,12373
Air Asia,12/05/2019,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No info,4409
Indigo,9/05/2019,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No info,6058
Air India,1/05/2019,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No info,6121
Jet Airways,6/06/2019,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,7229
Jet Airways,12/03/2019,Banglore,New Delhi,22:55:00,10:45:00,710,1.0,No info,13817
Air India,15/06/2019,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No info,7480
