airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air Asia,9/03/2019,Kolkata,Banglore,10:20,12:55:00,155.0,0.0,No info,4384
Jet Airways,6/06/2019,Kolkata,Banglore,20:25,09:45:00,800.0,1.0,In-flight meal not included,10539
Jet Airways,21/05/2019,Kolkata,Banglore,06:30,08:15:00,1545.0,1.0,No info,13941
Jet Airways,12/03/2019,Banglore,New Delhi,18:55,09:30:00,875.0,1.0,In-flight meal not included,11087
Air India,21/03/2019,Delhi,Cochin,05:10,08:00:00,170.0,0.0,No info,5674
Vistara,18/05/2019,Kolkata,Banglore,17:00,18:50:00,1550.0,1.0,No info,9555
Indigo,9/03/2019,Kolkata,Banglore,05:30,08:20:00,170.0,0.0,No info,4148
Vistara,9/05/2019,Kolkata,Banglore,20:20,10:45:00,865.0,1.0,No info,8452
Multiple Carriers,3/03/2019,Delhi,Cochin,17:30,01:35:00,485.0,1.0,No info,17057
Vistara,1/04/2019,Kolkata,Banglore,07:10,10:45:00,1655.0,1.0,No info,8505
Jet Airways,3/06/2019,Delhi,Cochin,02:15,19:00:00,1005.0,1.0,No info,14714
Jet Airways,27/06/2019,Delhi,Cochin,19:15,12:35:00,1040.0,1.0,In-flight meal not included,10262
Air India,15/06/2019,Banglore,Delhi,13:20,16:10:00,170.0,0.0,No info,6961
Jet Airways,9/05/2019,Kolkata,Banglore,06:30,12:00:00,330.0,1.0,In-flight meal not included,9663
Jet Airways,12/06/2019,Kolkata,Banglore,06:30,04:40:00,1330.0,1.0,No info,12739
Jet Airways,06/03/2019,Banglore,New Delhi,11:40,23:00:00,680.0,1.0,No info,16736
Air India,27/06/2019,Delhi,Cochin,17:15,19:15:00,1560.0,2.0,No info,12199
Jet Airways,9/03/2019,Delhi,Cochin,06:50,04:25:00,1295.0,1.0,No info,16289
Jet Airways,21/05/2019,Kolkata,Banglore,09:35,21:05:00,690.0,1.0,No info,14151
Jet Airways,12/06/2019,Kolkata,Banglore,20:25,18:00:00,1295.0,1.0,No info,12692
Jet Airways,9/06/2019,Delhi,Cochin,09:25,12:35:00,1630.0,2.0,No info,13882
Jet Airways,18/06/2019,Mumbai,Hyderabad,10:20,11:50:00,90.0,0.0,No info,8040
Jet Airways,12/05/2019,Kolkata,Banglore,06:30,16:20:00,590.0,1.0,In-flight meal not included,10844
Indigo,15/03/2019,Chennai,Kolkata,22:05,00:30:00,145.0,0.0,No info,6297
Goair,15/05/2019,Delhi,Cochin,07:00,12:55:00,355.0,1.0,No info,7682
Jet Airways,27/03/2019,Delhi,Cochin,05:40,04:25:00,1365.0,2.0,No info,12074
Indigo,27/06/2019,Delhi,Cochin,07:15,12:30:00,315.0,1.0,No info,6582
Jet Airways,9/06/2019,Kolkata,Banglore,18:55,19:50:00,1495.0,1.0,In-flight meal not included,10844
Jet Airways,21/03/2019,Banglore,New Delhi,07:00,16:10:00,550.0,1.0,In-flight meal not included,7832
Spicejet,18/06/2019,Chennai,Kolkata,17:45,20:05:00,140.0,0.0,No info,3597
Air India,6/06/2019,Kolkata,Banglore,05:50,23:15:00,1045.0,2.0,No info,12723
Multiple Carriers,1/05/2019,Delhi,Cochin,19:00,01:30:00,390.0,1.0,No info,9424
Vistara,24/06/2019,Chennai,Kolkata,07:45,10:00:00,135.0,0.0,No info,3687
Spicejet,9/04/2019,Kolkata,Banglore,15:05,20:20:00,315.0,1.0,No info,4649
Jet Airways,9/03/2019,Delhi,Cochin,05:25,04:25:00,1380.0,2.0,No info,16914
Spicejet,12/04/2019,Banglore,Delhi,05:55,08:35:00,160.0,0.0,No info,4423
Indigo,3/03/2019,Delhi,Cochin,10:45,15:30:00,285.0,1.0,No info,7725
Vistara,9/06/2019,Kolkata,Banglore,07:10,22:55:00,945.0,1.0,No info,8662
Air India,15/06/2019,Delhi,Cochin,05:10,08:00:00,170.0,0.0,No info,5201
Air India,3/05/2019,Kolkata,Banglore,14:15,16:45:00,150.0,0.0,No info,5510
Multiple Carriers,18/05/2019,Delhi,Cochin,08:45,21:00:00,735.0,1.0,No info,7670
Vistara,21/06/2019,Banglore,Delhi,21:00,23:50:00,170.0,0.0,No info,5613
Air India,15/05/2019,Kolkata,Banglore,10:00,13:45:00,1665.0,2.0,No info,16057
Multiple Carriers,9/05/2019,Delhi,Cochin,11:25,19:00:00,455.0,1.0,No info,9103
Multiple Carriers,9/05/2019,Delhi,Cochin,08:30,19:15:00,645.0,1.0,No info,8099
Vistara,3/03/2019,Delhi,Cochin,06:00,09:10:00,190.0,0.0,No info,8001
Jet Airways,27/03/2019,Delhi,Cochin,18:15,04:25:00,610.0,1.0,No info,12242
Jet Airways,12/06/2019,Delhi,Cochin,20:55,19:00:00,1325.0,1.0,In-flight meal not included,10262
Spicejet,6/06/2019,Mumbai,Hyderabad,05:45,07:15:00,90.0,0.0,No info,2753
Jet Airways,9/06/2019,Delhi,Cochin,06:45,04:25:00,1300.0,2.0,No info,13376
Jet Airways,1/05/2019,Banglore,Delhi,08:20,11:20:00,180.0,0.0,In-flight meal not included,5198
Jet Airways,12/05/2019,Kolkata,Banglore,06:30,12:00:00,330.0,1.0,In-flight meal not included,8586
Jet Airways,24/03/2019,Kolkata,Banglore,08:25,20:40:00,735.0,1.0,In-flight meal not included,11134
Jet Airways,12/03/2019,Banglore,New Delhi,21:25,09:30:00,725.0,1.0,No info,13817
Jet Airways,24/05/2019,Kolkata,Banglore,18:55,08:15:00,800.0,1.0,No info,13731
Jet Airways,01/03/2019,Banglore,New Delhi,09:45,14:25:00,280.0,1.0,Business class,57209
Air India,9/06/2019,Delhi,Cochin,05:15,06:50:00,1535.0,1.0,No info,6587
Indigo,3/06/2019,Chennai,Kolkata,22:05,00:25:00,140.0,0.0,No info,5277
Jet Airways,9/05/2019,Kolkata,Banglore,09:35,10:55:00,1520.0,1.0,No info,10953
Indigo,27/05/2019,Chennai,Kolkata,14:45,17:05:00,140.0,0.0,No info,3597
Indigo,9/05/2019,Kolkata,Banglore,21:25,00:05:00,160.0,0.0,No info,4804
Indigo,24/05/2019,Delhi,Cochin,14:20,22:30:00,490.0,1.0,No info,7640
Air India,03/03/2019,Banglore,New Delhi,13:20,16:10:00,170.0,0.0,No info,12841
Indigo,18/05/2019,Kolkata,Banglore,15:15,20:05:00,290.0,1.0,No info,4775
Indigo,21/04/2019,Banglore,Delhi,01:30,04:15:00,165.0,0.0,No info,4591
Indigo,21/05/2019,Mumbai,Hyderabad,19:05,20:35:00,90.0,0.0,No info,2754
Jet Airways,9/06/2019,Delhi,Cochin,19:45,04:25:00,520.0,1.0,In-flight meal not included,10577
Multiple Carriers,6/03/2019,Delhi,Cochin,07:10,21:20:00,850.0,2.0,In-flight meal not included,7731
Indigo,3/06/2019,Delhi,Cochin,08:35,22:30:00,835.0,1.0,No info,6442
Air India,21/03/2019,Mumbai,Hyderabad,06:20,07:40:00,80.0,0.0,No info,3100
Air India,24/06/2019,Delhi,Cochin,05:15,07:40:00,1585.0,3.0,No info,10493
Multiple Carriers,3/03/2019,Delhi,Cochin,10:20,01:35:00,915.0,1.0,No info,15147
Vistara,27/06/2019,Banglore,Delhi,21:00,23:50:00,170.0,0.0,No info,4878
Spicejet,24/05/2019,Chennai,Kolkata,17:45,20:05:00,140.0,0.0,No info,3597
Air India,1/05/2019,Delhi,Cochin,17:15,09:25:00,970.0,2.0,No info,8839
Air India,9/03/2019,Delhi,Cochin,20:30,08:15:00,705.0,1.0,No info,8991
Indigo,18/05/2019,Delhi,Cochin,23:30,04:35:00,305.0,1.0,No info,10958
Jet Airways,12/05/2019,Kolkata,Banglore,17:00,09:45:00,1005.0,1.0,No info,14151
Multiple Carriers,27/06/2019,Delhi,Cochin,15:00,01:30:00,630.0,1.0,No info,13377
Jet Airways,1/04/2019,Kolkata,Banglore,20:00,12:00:00,960.0,1.0,In-flight meal not included,7064
Goair,24/03/2019,Banglore,New Delhi,07:45,10:40:00,175.0,0.0,No info,3898
Multiple Carriers,12/06/2019,Delhi,Cochin,08:45,19:15:00,630.0,1.0,No info,8266
Vistara,12/06/2019,Kolkata,Banglore,07:10,09:05:00,1555.0,1.0,No info,7927
Air India,9/03/2019,Delhi,Cochin,06:05,09:25:00,1640.0,1.0,No info,10945
Multiple Carriers,15/05/2019,Delhi,Cochin,10:20,19:00:00,520.0,1.0,No info,9794
Vistara,12/06/2019,Kolkata,Banglore,17:00,09:05:00,965.0,1.0,No info,7927
Jet Airways,27/06/2019,Delhi,Cochin,14:00,12:35:00,1355.0,1.0,In-flight meal not included,10262
Multiple Carriers,21/05/2019,Delhi,Cochin,10:20,01:30:00,910.0,1.0,No info,7485
Jet Airways,24/03/2019,Kolkata,Banglore,13:55,18:10:00,1695.0,1.0,In-flight meal not included,11134
Multiple Carriers,27/05/2019,Delhi,Cochin,07:30,19:15:00,705.0,1.0,No info,10786
Spicejet,6/06/2019,Kolkata,Banglore,15:55,21:25:00,330.0,1.0,No info,8224
Jet Airways,27/05/2019,Delhi,Cochin,14:00,04:25:00,865.0,1.0,In-flight meal not included,12898
Multiple Carriers,27/03/2019,Delhi,Cochin,07:05,21:20:00,855.0,2.0,No info,6128
Vistara,9/06/2019,Kolkata,Banglore,20:20,23:25:00,1625.0,1.0,No info,8085
Goair,9/06/2019,Banglore,Delhi,20:55,23:40:00,165.0,0.0,No info,3898
Air India,3/06/2019,Delhi,Cochin,05:10,08:00:00,170.0,0.0,No info,5201
Jet Airways,1/06/2019,Banglore,Delhi,08:20,11:20:00,180.0,0.0,No info,8016
Jet Airways,24/03/2019,Kolkata,Banglore,21:10,10:05:00,775.0,1.0,In-flight meal not included,12446
Jet Airways,24/05/2019,Kolkata,Banglore,14:05,09:20:00,1155.0,1.0,No info,14178
Jet Airways,9/06/2019,Kolkata,Banglore,08:25,19:50:00,685.0,1.0,In-flight meal not included,10844
Spicejet,18/05/2019,Banglore,Delhi,05:55,08:35:00,160.0,0.0,No check-in baggage included,3573
Air India,24/05/2019,Banglore,Delhi,17:00,19:45:00,165.0,0.0,No info,7171
Jet Airways,24/06/2019,Mumbai,Hyderabad,02:55,04:20:00,85.0,0.0,In-flight meal not included,4050
Multiple Carriers,6/06/2019,Delhi,Cochin,14:55,22:30:00,455.0,1.0,No info,7038
Jet Airways,9/06/2019,Delhi,Cochin,10:00,04:25:00,1105.0,1.0,In-flight meal not included,10262
Multiple Carriers,6/06/2019,Delhi,Cochin,08:45,21:00:00,735.0,1.0,No info,7740
Jet Airways,1/05/2019,Kolkata,Banglore,17:00,19:10:00,1570.0,1.0,No info,11467
Air India,9/06/2019,Kolkata,Banglore,07:00,05:25:00,1345.0,2.0,No info,12534
Indigo,1/06/2019,Delhi,Cochin,20:25,01:30:00,305.0,1.0,No info,6593
Indigo,3/05/2019,Banglore,Delhi,16:55,19:55:00,180.0,0.0,No info,4823
Jet Airways,12/06/2019,Kolkata,Banglore,08:25,16:20:00,475.0,1.0,In-flight meal not included,9899
Indigo,3/06/2019,Banglore,Delhi,16:55,19:55:00,180.0,0.0,No info,4823
Air India,6/03/2019,Delhi,Cochin,06:50,07:40:00,1490.0,2.0,No info,20416
Jet Airways,18/05/2019,Banglore,Delhi,11:10,14:05:00,175.0,0.0,No info,7229
Indigo,9/06/2019,Delhi,Cochin,10:35,01:30:00,895.0,1.0,No info,6104
Air Asia,12/05/2019,Kolkata,Banglore,07:35,23:30:00,955.0,1.0,No info,5320
Air India,6/03/2019,Kolkata,Banglore,14:15,16:45:00,150.0,0.0,No info,4960
Air India,24/05/2019,Kolkata,Banglore,09:25,01:20:00,955.0,2.0,No info,12718
Air India,1/05/2019,Mumbai,Hyderabad,19:30,20:45:00,75.0,0.0,No info,3100
Multiple Carriers,21/03/2019,Delhi,Cochin,19:00,01:35:00,395.0,1.0,No info,10885
Air India,24/06/2019,Banglore,Delhi,06:10,08:55:00,165.0,0.0,No info,6961
Jet Airways,21/03/2019,Banglore,New Delhi,11:40,12:15:00,1475.0,1.0,In-flight meal not included,7832
Jet Airways,24/05/2019,Kolkata,Banglore,18:55,04:40:00,585.0,1.0,In-flight meal not included,8586
Multiple Carriers,6/03/2019,Delhi,Cochin,07:10,22:20:00,910.0,1.0,In-flight meal not included,7563
Spicejet,21/05/2019,Mumbai,Hyderabad,13:15,14:45:00,90.0,0.0,No check-in baggage included,1965
Indigo,12/06/2019,Banglore,Delhi,04:00,06:50:00,170.0,0.0,No info,3943
Air Asia,15/05/2019,Kolkata,Banglore,15:10,23:30:00,500.0,2.0,No info,5192
Jet Airways,9/06/2019,Kolkata,Banglore,18:55,12:00:00,1025.0,1.0,No info,14571
Jet Airways,12/03/2019,Banglore,New Delhi,18:55,12:25:00,1050.0,1.0,In-flight meal not included,11087
Indigo,1/06/2019,Kolkata,Banglore,21:25,00:05:00,160.0,0.0,No info,4804
Air India,21/03/2019,Mumbai,Hyderabad,21:05,22:25:00,80.0,0.0,No info,2050
Air India,21/03/2019,Delhi,Cochin,17:45,23:00:00,315.0,1.0,No info,5704
Jet Airways,24/05/2019,Mumbai,Hyderabad,02:55,04:20:00,85.0,0.0,No info,5678
Air India,03/03/2019,Banglore,New Delhi,06:45,23:55:00,1030.0,2.0,No info,10573
Spicejet,6/06/2019,Delhi,Cochin,08:45,13:15:00,270.0,1.0,No info,5264
Jet Airways,1/04/2019,Kolkata,Banglore,18:55,19:50:00,1495.0,1.0,No info,12681
Air India,12/06/2019,Delhi,Cochin,14:10,17:10:00,180.0,0.0,No info,5201
Jet Airways,21/05/2019,Delhi,Cochin,19:30,12:35:00,1025.0,2.0,In-flight meal not included,13029
Indigo,21/03/2019,Delhi,Cochin,07:35,16:10:00,515.0,1.0,No info,6558
Multiple Carriers,15/05/2019,Delhi,Cochin,06:00,19:15:00,795.0,1.0,No info,8266
Multiple Carriers,15/06/2019,Delhi,Cochin,09:45,22:30:00,765.0,1.0,No info,9646
Air India,6/03/2019,Delhi,Cochin,05:55,07:40:00,1545.0,2.0,No info,15428
Jet Airways,27/06/2019,Delhi,Cochin,19:10,12:35:00,1045.0,2.0,In-flight meal not included,11150
Air India,24/05/2019,Delhi,Cochin,23:00,19:15:00,1215.0,1.0,No info,8582
Multiple Carriers,21/03/2019,Delhi,Cochin,07:30,19:15:00,705.0,1.0,No info,10161
Jet Airways,1/05/2019,Kolkata,Banglore,14:05,08:15:00,1090.0,1.0,No info,13941
Jet Airways,6/03/2019,Mumbai,Hyderabad,19:50,16:50:00,1260.0,2.0,No info,24210
Air India,12/03/2019,Mumbai,Hyderabad,06:00,19:25:00,2245.0,2.0,No info,12119
Spicejet,3/03/2019,Mumbai,Hyderabad,13:10,14:30:00,80.0,0.0,No info,5755
Multiple Carriers,3/06/2019,Delhi,Cochin,06:40,19:00:00,740.0,1.0,No info,10877
Jet Airways,15/06/2019,Delhi,Cochin,12:15,12:35:00,1460.0,2.0,No info,14300
Air India,9/05/2019,Delhi,Cochin,07:05,09:25:00,1580.0,2.0,No info,9347
Jet Airways,3/06/2019,Banglore,Delhi,15:15,18:10:00,175.0,0.0,No info,8016
Vistara,24/05/2019,Banglore,Delhi,21:00,23:50:00,170.0,0.0,No info,5613
Spicejet,24/04/2019,Kolkata,Banglore,17:10,19:40:00,150.0,0.0,No check-in baggage included,3841
Indigo,21/03/2019,Kolkata,Banglore,14:20,16:55:00,155.0,0.0,No info,5198
Jet Airways,18/03/2019,Banglore,New Delhi,11:40,07:40:00,1200.0,1.0,No info,12284
Jet Airways,06/03/2019,Banglore,New Delhi,08:55,07:40:00,1365.0,1.0,No info,14815
Indigo,27/05/2019,Delhi,Cochin,21:50,03:35:00,345.0,1.0,No info,6769
Vistara,1/04/2019,Kolkata,Banglore,20:20,18:50:00,1350.0,1.0,No info,7927
Jet Airways,9/05/2019,Kolkata,Banglore,06:30,16:20:00,590.0,1.0,No info,13941
Jet Airways,9/05/2019,Delhi,Cochin,23:05,04:25:00,1760.0,2.0,No info,15129
Indigo,24/05/2019,Mumbai,Hyderabad,21:20,22:50:00,90.0,0.0,No info,2437
Indigo,15/06/2019,Kolkata,Banglore,04:40,07:15:00,155.0,0.0,No info,4804
Air India,18/05/2019,Delhi,Cochin,14:10,17:10:00,180.0,0.0,No info,6934
Indigo,15/05/2019,Mumbai,Hyderabad,20:05,21:40:00,95.0,0.0,No info,2227
Air India,12/05/2019,Mumbai,Hyderabad,19:30,20:45:00,75.0,0.0,No info,3625
Air Asia,24/03/2019,Kolkata,Banglore,07:35,19:25:00,710.0,1.0,No info,6785
Jet Airways,12/06/2019,Kolkata,Banglore,06:30,18:15:00,705.0,1.0,In-flight meal not included,9899
Vistara,6/06/2019,Banglore,Delhi,17:00,19:35:00,155.0,0.0,No info,4878
Air India,6/06/2019,Delhi,Cochin,05:55,19:15:00,800.0,2.0,No info,10861
Spicejet,21/05/2019,Mumbai,Hyderabad,05:45,07:15:00,90.0,0.0,No check-in baggage included,1965
Multiple Carriers,18/05/2019,Delhi,Cochin,04:55,19:15:00,860.0,1.0,No info,7564
Spicejet,21/06/2019,Kolkata,Banglore,09:00,11:25:00,145.0,0.0,No check-in baggage included,3841
Multiple Carriers,27/05/2019,Delhi,Cochin,10:00,21:00:00,660.0,1.0,No info,9718
Indigo,03/03/2019,Banglore,New Delhi,01:30,04:15:00,165.0,0.0,No info,6860
Spicejet,24/04/2019,Banglore,Delhi,05:55,08:35:00,160.0,0.0,No check-in baggage included,3919
Indigo,9/06/2019,Delhi,Cochin,09:15,01:30:00,975.0,1.0,No info,6628
Air India,9/06/2019,Kolkata,Banglore,10:00,05:25:00,1165.0,2.0,No info,12744
Goair,15/06/2019,Delhi,Cochin,07:25,13:35:00,370.0,1.0,No info,5842
Spicejet,15/03/2019,Kolkata,Banglore,17:15,19:45:00,150.0,0.0,No check-in baggage included,3815
Air India,3/06/2019,Banglore,Delhi,10:00,12:45:00,165.0,0.0,No info,6961
Indigo,03/03/2019,Banglore,New Delhi,13:40,18:35:00,295.0,1.0,No info,8662
Jet Airways,9/03/2019,Delhi,Cochin,19:15,04:25:00,550.0,1.0,No info,16289
Jet Airways,15/06/2019,Delhi,Cochin,19:15,19:00:00,1425.0,1.0,In-flight meal not included,10262
Multiple Carriers,6/06/2019,Delhi,Cochin,07:30,19:00:00,690.0,1.0,No info,12524
Vistara,1/06/2019,Banglore,Delhi,19:30,22:15:00,165.0,0.0,No info,4878
Multiple Carriers,3/03/2019,Delhi,Cochin,13:55,01:35:00,700.0,1.0,No info,17057
Air India,6/06/2019,Delhi,Cochin,12:55,19:15:00,1820.0,2.0,No info,12646
Indigo,27/03/2019,Chennai,Kolkata,13:20,15:35:00,135.0,0.0,No info,3384
Vistara,3/05/2019,Chennai,Kolkata,07:05,09:20:00,135.0,0.0,No info,3687
Spicejet,27/04/2019,Kolkata,Banglore,06:55,09:30:00,155.0,0.0,No check-in baggage included,3841
Vistara,24/04/2019,Banglore,Delhi,07:00,09:40:00,160.0,0.0,No info,5403
Indigo,15/05/2019,Kolkata,Banglore,22:15,00:50:00,155.0,0.0,No info,4804
Multiple Carriers,9/03/2019,Delhi,Cochin,15:05,01:35:00,630.0,2.0,No info,34608
Air India,3/03/2019,Delhi,Cochin,17:15,19:15:00,1560.0,2.0,No info,13442
Jet Airways,6/03/2019,Delhi,Cochin,21:50,04:25:00,395.0,1.0,In-flight meal not included,13843
Multiple Carriers,21/05/2019,Delhi,Cochin,07:05,18:10:00,665.0,1.0,No info,9646
Jet Airways,12/05/2019,Kolkata,Banglore,20:25,21:05:00,1480.0,1.0,In-flight meal not included,10703
Jet Airways,3/03/2019,Delhi,Cochin,16:00,04:25:00,745.0,1.0,No info,17234
Multiple Carriers,1/06/2019,Delhi,Cochin,08:00,21:00:00,780.0,1.0,No info,13587
Jet Airways,9/04/2019,Banglore,Delhi,19:50,22:50:00,180.0,0.0,No info,7229
Multiple Carriers,6/03/2019,Delhi,Cochin,13:05,21:20:00,495.0,2.0,No info,10759
Air India,01/03/2019,Banglore,New Delhi,06:45,12:15:00,330.0,1.0,No info,23677
Multiple Carriers,15/06/2019,Delhi,Cochin,08:00,21:00:00,780.0,1.0,No info,7408
Multiple Carriers,9/03/2019,Delhi,Cochin,06:50,19:15:00,745.0,1.0,In-flight meal not included,14817
Jet Airways,12/04/2019,Banglore,Delhi,18:55,22:00:00,185.0,0.0,No info,7229
Jet Airways,9/03/2019,Delhi,Cochin,19:45,18:50:00,1385.0,1.0,No info,16289
Air Asia,6/03/2019,Delhi,Cochin,16:45,07:10:00,865.0,1.0,No info,8627
Jet Airways,24/03/2019,Kolkata,Banglore,08:25,23:25:00,900.0,1.0,In-flight meal not included,10031
Goair,24/04/2019,Delhi,Cochin,07:25,13:35:00,370.0,1.0,No info,4692
Jet Airways,18/05/2019,Delhi,Cochin,05:30,19:00:00,810.0,2.0,In-flight meal not included,13029
Spicejet,21/05/2019,Banglore,Delhi,09:30,12:20:00,170.0,0.0,No info,3625
Indigo,12/04/2019,Kolkata,Banglore,15:15,17:45:00,150.0,0.0,No info,4174
Air India,6/06/2019,Kolkata,Banglore,16:45,08:55:00,970.0,2.0,No info,14960
Indigo,27/05/2019,Banglore,Delhi,16:55,19:55:00,180.0,0.0,No info,4823
Jet Airways,21/05/2019,Kolkata,Banglore,06:30,12:00:00,330.0,1.0,In-flight meal not included,9663
Indigo,21/03/2019,Delhi,Cochin,04:45,15:30:00,645.0,1.0,No info,7738
Air India,6/06/2019,Kolkata,Banglore,19:00,11:05:00,965.0,1.0,No info,6117
Jet Airways,9/03/2019,Delhi,Cochin,06:50,19:45:00,775.0,1.0,No info,16289
Indigo,21/03/2019,Delhi,Cochin,14:30,17:35:00,185.0,0.0,No info,5406
Jet Airways,24/03/2019,Kolkata,Banglore,08:25,04:45:00,1220.0,1.0,No info,13759
Multiple Carriers,15/06/2019,Delhi,Cochin,15:05,01:30:00,625.0,2.0,No info,15965
Goair,27/06/2019,Banglore,Delhi,07:45,10:40:00,175.0,0.0,No info,3419
Multiple Carriers,15/05/2019,Delhi,Cochin,14:00,01:30:00,690.0,1.0,No info,13727
Jet Airways,06/03/2019,Banglore,New Delhi,21:25,11:25:00,840.0,1.0,No info,17261
Jet Airways,21/05/2019,Delhi,Cochin,20:55,19:00:00,1325.0,1.0,No info,16079
Multiple Carriers,24/05/2019,Delhi,Cochin,19:00,01:30:00,390.0,1.0,No info,8283
Jet Airways,12/06/2019,Kolkata,Banglore,16:30,19:50:00,1640.0,1.0,In-flight meal not included,8529
Vistara,27/03/2019,Chennai,Kolkata,07:05,09:20:00,135.0,0.0,No info,3739
Spicejet,6/06/2019,Mumbai,Hyderabad,13:15,14:45:00,90.0,0.0,No info,2017
Jet Airways,6/06/2019,Kolkata,Banglore,18:55,19:50:00,1495.0,1.0,No info,14571
Air India,24/05/2019,Mumbai,Hyderabad,06:20,07:40:00,80.0,0.0,No info,3100
Air India,9/06/2019,Delhi,Cochin,12:55,19:15:00,1820.0,2.0,No info,12436
Indigo,9/05/2019,Banglore,Delhi,18:55,21:50:00,175.0,0.0,No info,4823
Multiple Carriers,27/06/2019,Delhi,Cochin,18:15,01:30:00,435.0,1.0,No info,13377
Air India,12/05/2019,Kolkata,Banglore,09:25,05:35:00,1210.0,2.0,No info,11642
Jet Airways,18/03/2019,Banglore,New Delhi,05:45,13:15:00,450.0,1.0,No info,12284
Jet Airways,1/04/2019,Kolkata,Banglore,09:35,10:55:00,1520.0,1.0,No info,11467
Indigo,27/05/2019,Banglore,Delhi,00:30,03:25:00,175.0,0.0,No info,3419
Multiple Carriers,27/05/2019,Delhi,Cochin,03:50,12:35:00,525.0,1.0,No info,10197
Air India,12/05/2019,Kolkata,Banglore,16:45,08:55:00,970.0,2.0,No info,13437
Spicejet,27/03/2019,Mumbai,Hyderabad,05:45,07:05:00,80.0,0.0,No info,1759
Indigo,1/06/2019,Kolkata,Banglore,20:20,22:55:00,155.0,0.0,No info,4804
Air India,3/06/2019,Delhi,Cochin,10:55,07:40:00,1245.0,2.0,No info,11753
Multiple Carriers,27/05/2019,Delhi,Cochin,11:40,19:15:00,455.0,1.0,No info,9316
Air India,24/05/2019,Kolkata,Banglore,09:25,18:30:00,545.0,1.0,No info,8576
Jet Airways,24/03/2019,Kolkata,Banglore,19:45,18:10:00,1345.0,1.0,No info,13759
Indigo,3/05/2019,Banglore,Delhi,23:30,02:20:00,170.0,0.0,No info,4591
Multiple Carriers,3/06/2019,Delhi,Cochin,07:10,16:10:00,540.0,1.0,No info,7878
Jet Airways,12/05/2019,Kolkata,Banglore,08:25,20:45:00,740.0,1.0,No info,14781
Jet Airways,15/05/2019,Banglore,Delhi,06:00,08:45:00,165.0,0.0,In-flight meal not included,4030
Jet Airways,9/06/2019,Delhi,Cochin,17:30,19:00:00,1530.0,1.0,In-flight meal not included,10262
Indigo,21/03/2019,Mumbai,Hyderabad,12:00,13:25:00,85.0,0.0,No info,3342
Indigo,18/04/2019,Banglore,Delhi,16:55,19:55:00,180.0,0.0,No info,4990
Indigo,27/03/2019,Mumbai,Hyderabad,09:10,10:40:00,90.0,0.0,No info,4392
Multiple Carriers,18/05/2019,Delhi,Cochin,10:20,19:00:00,520.0,1.0,No info,9794
Multiple Carriers,6/03/2019,Delhi,Cochin,06:00,19:15:00,795.0,1.0,No info,15353
Air Asia,3/06/2019,Kolkata,Banglore,10:20,12:55:00,155.0,0.0,No info,4409
Jet Airways,24/03/2019,Kolkata,Banglore,16:55,19:40:00,1605.0,1.0,No info,14231
Air India,1/04/2019,Banglore,Delhi,06:10,08:55:00,165.0,0.0,No info,5176
Air India,06/03/2019,Banglore,New Delhi,11:50,23:55:00,725.0,1.0,No info,15434
Spicejet,27/06/2019,Delhi,Cochin,17:55,22:50:00,295.0,1.0,No info,4957
Jet Airways,1/04/2019,Banglore,Delhi,17:45,20:45:00,180.0,0.0,No info,7229
Jet Airways,27/05/2019,Delhi,Cochin,02:15,04:25:00,1570.0,1.0,In-flight meal not included,12898
Indigo,1/04/2019,Mumbai,Hyderabad,16:55,18:25:00,90.0,0.0,No info,3175
Jet Airways,24/06/2019,Delhi,Cochin,07:05,19:00:00,715.0,1.0,No info,18581
Jet Airways,18/05/2019,Delhi,Cochin,20:55,04:25:00,450.0,1.0,No info,15554
Jet Airways,27/06/2019,Delhi,Cochin,17:30,12:35:00,1145.0,1.0,In-flight meal not included,10262
Indigo,15/05/2019,Chennai,Kolkata,07:55,10:15:00,140.0,0.0,No info,3850
Air India,9/05/2019,Delhi,Cochin,20:40,09:25:00,765.0,1.0,No info,7480
Jet Airways,15/03/2019,Banglore,New Delhi,08:00,13:15:00,315.0,1.0,In-flight meal not included,9134
Air India,01/03/2019,Banglore,New Delhi,05:50,22:10:00,980.0,2.0,Change airports,13366
Indigo,3/04/2019,Kolkata,Banglore,19:20,23:45:00,265.0,1.0,No info,3480
Air India,15/05/2019,Kolkata,Banglore,17:30,20:25:00,1615.0,1.0,No info,10203
Vistara,18/03/2019,Delhi,Cochin,14:55,17:50:00,175.0,0.0,No info,5586
Jet Airways,6/06/2019,Kolkata,Banglore,14:05,23:35:00,570.0,1.0,No info,14571
Jet Airways,9/06/2019,Mumbai,Hyderabad,19:35,21:05:00,90.0,0.0,No info,5678
Multiple Carriers,1/06/2019,Delhi,Cochin,11:30,21:00:00,570.0,1.0,No info,13587
Jet Airways,15/05/2019,Kolkata,Banglore,21:10,10:05:00,775.0,1.0,In-flight meal not included,11841
Jet Airways,12/05/2019,Kolkata,Banglore,20:00,09:20:00,800.0,1.0,No info,14388
Air Asia,15/04/2019,Kolkata,Banglore,07:35,23:30:00,955.0,1.0,No info,5192
Goair,1/05/2019,Banglore,Delhi,11:40,14:30:00,170.0,0.0,No info,4340
Air India,12/03/2019,Mumbai,Hyderabad,10:05,19:10:00,545.0,2.0,No info,9736
